"ID","Title","Keywords","FirstLevel"
"1330","A Hybrid Transgenetic Algorithm for the Prize Collecting Steiner Tree Problem","Prize Collecting Steiner Tree Problem,transgenetic algorithm,evolutionary algorithm,path-relinking","I"
"1331","Bus Network Optimization with a Time-Dependent Hybrid Algorithm","hybrid genetic algorithms,Bus Network Scheduling Problem,optimization","I"
"1332","Quantum-Inspired Evolutionary State Assignment for Synchronous Finite State Machines","Quantum computation,finite state machine,state assignment problem","B"
"1332","Quantum-Inspired Evolutionary State Assignment for Synchronous Finite State Machines","Quantum computation,finite state machine,state assignment problem","I"
"1333","Optimal Sensor Network Layout Using Multi-Objective Metaheuristics","sensor networks,multiobjective optimization,metaheuristics","G"
"1333","Optimal Sensor Network Layout Using Multi-Objective Metaheuristics","sensor networks,multiobjective optimization,metaheuristics","I"
"1334","GADYM - A Novel Genetic Algorithm in Mechanical Design Problems","genetic algorithm,optimization,search","F"
"1334","GADYM - A Novel Genetic Algorithm in Mechanical Design Problems","genetic algorithm,optimization,search","G"
"1334","GADYM - A Novel Genetic Algorithm in Mechanical Design Problems","genetic algorithm,optimization,search","I"
"1335","Two Step Swarm Intelligence to Solve the Feature Selection Problem","Feature Selection Problem,Swarm Intelligence,Ant Colony Optimization,Particle Swarm Optimization,Rough Set Theory,Two-Step Swarm Intelligence","I"
"1336","Parallel Strategies for Stochastic Evolution","parallel metaheuristics,combinatorial optimization,stochastic evolution,simulated evolution,VLSI cell placement,cluster computing","F"
"1336","Parallel Strategies for Stochastic Evolution","parallel metaheuristics,combinatorial optimization,stochastic evolution,simulated evolution,VLSI cell placement,cluster computing","I"
"1338","Learner Course Recommendation in e-Learning Based on Swarm Intelligence","recommendation,E-learning,multi-agent system,emergence,Swarm Intelligence","E"
"1338","Learner Course Recommendation in e-Learning Based on Swarm Intelligence","recommendation,E-learning,multi-agent system,emergence,Swarm Intelligence","H"
"1338","Learner Course Recommendation in e-Learning Based on Swarm Intelligence","recommendation,E-learning,multi-agent system,emergence,Swarm Intelligence","I"
"1338","Learner Course Recommendation in e-Learning Based on Swarm Intelligence","recommendation,E-learning,multi-agent system,emergence,Swarm Intelligence","J"
"1339","Intelligent Decision Support in Medicine: back to Bayes?","Bayes' Theorem,Decision Support Systems (DSS),diagnostic error,individuating information,base rates,e-health intervention","H"
"1339","Intelligent Decision Support in Medicine: back to Bayes?","Bayes' Theorem,Decision Support Systems (DSS),diagnostic error,individuating information,base rates,e-health intervention","I"
"1340","The State of HCI in Ibero-American Countries","human-computer interaction","A"
"1340","The State of HCI in Ibero-American Countries","human-computer interaction","H"
"1341","Cognitive Ergonomics in Interface Development Evaluation","cognitive ergonomics,interface evaluation","H"
"1342","Cultural Factors in a Mobile Phone Adoption and Usage Model","mobile phone usage,mediating factors,determining factors,usage intensity,usage variety and usage breath,sociology,computer-supported cooperative work,human-computer interaction,human-computer interaction marketing","H"
"1342","Cultural Factors in a Mobile Phone Adoption and Usage Model","mobile phone usage,mediating factors,determining factors,usage intensity,usage variety and usage breath,sociology,computer-supported cooperative work,human-computer interaction,human-computer interaction marketing","J"
"1343","Designing Collaborative User Interfaces for Ubiquitous Applications Using CIAM: The AULA Case Study","CSCW,human - computer interaction,user interfaces,ubiquitous computing,mobile computing","H"
"1343","Designing Collaborative User Interfaces for Ubiquitous Applications Using CIAM: The AULA Case Study","CSCW,human - computer interaction,user interfaces,ubiquitous computing,mobile computing","K"
"1344","Supporting the Development of Accessible Web Applications","Web accessibility,Web engineering,Web applications,development process,development supporting tools","H"
"1345","Cognitive Ergonomics in Interface Design - Discussion of a Moving Science","cognitive ergonomics,user interface design","H"
"1345","Cognitive Ergonomics in Interface Design - Discussion of a Moving Science","cognitive ergonomics,user interface design","K"
"1347","Improving AEH Courses through Log Analysis","authoring support,adaptive educational hypermedia,data mining applications","I"
"1347","Improving AEH Courses through Log Analysis","authoring support,adaptive educational hypermedia,data mining applications","J"
"1347","Improving AEH Courses through Log Analysis","authoring support,adaptive educational hypermedia,data mining applications","K"
"1348","A Spiral Model for Adding Automatic, Adaptive Authoring to Adaptive Hypermedia","authoring,Adaptive Educational Hypermedia,CAF,evaluation,metadata,RDF,semantic desktop,semi-automatic adding","M"
"1349","ITS Domain Modelling with Ontology","intelligent tutoring systems,authoring systems,constraint-based modeling,domain models,ontology","L"
"1350","Authoring Courses with Rich Adaptive Sequencing for IMS Learning Design","sequencing graph,IMS Learning Design,translation,sequencing","L"
"1351","Authoring Social-aware Tasks on Active Spaces","Hypermedia Authoring,Collaboration,Ambient Intelligence,Active Spaces,Task Scheduling,Social-aware computing","H"
"1351","Authoring Social-aware Tasks on Active Spaces","Hypermedia Authoring,Collaboration,Ambient Intelligence,Active Spaces,Task Scheduling,Social-aware computing","K"
"1352","A Standards-based Modelling Approach for Dynamic Generation of Adaptive Learning Scenarios","metadata and learning,learning objects,learning activities,learning design,Semantic Web,pedagogy guidelines,educational standards,design templates,adaptive eLearning,user modelling","H"
"1352","A Standards-based Modelling Approach for Dynamic Generation of Adaptive Learning Scenarios","metadata and learning,learning objects,learning activities,learning design,Semantic Web,pedagogy guidelines,educational standards,design templates,adaptive eLearning,user modelling","J"
"1353","Authoring Culture in Online Education","hypermedia systems,adaptive hypermedia,adaptive educational hypermedia,culture,cultural education,CAE","H"
"1354","Creating Adaptive e-Learning Board Games for School Settings Using the ELG Environment","adaptive environments,authoring tools,e-learning,game based learning","L"
"1356","A Generic Architecture for the Conversion of Document Collections into Semantically Annotated Digital Archives","software architectures,document image analysis and understanding,digital libraries,document mining","H"
"1356","A Generic Architecture for the Conversion of Document Collections into Semantically Annotated Digital Archives","software architectures,document image analysis and understanding,digital libraries,document mining","J"
"1356","A Generic Architecture for the Conversion of Document Collections into Semantically Annotated Digital Archives","software architectures,document image analysis and understanding,digital libraries,document mining","M"
"1357","Systematic Characterisation of Objects in Digital Preservation: The eXtensible Characterisation Languages","digital libraries,digital preservation,preservation planning,content characterisation,migration,XML languages,evaluation,file formats,file conversion","H"
"1357","Systematic Characterisation of Objects in Digital Preservation: The eXtensible Characterisation Languages","digital libraries,digital preservation,preservation planning,content characterisation,migration,XML languages,evaluation,file formats,file conversion","I"
